"","station.name","total"
"741","Richards St & Delavan St",669
"742","47 Ave & Skillman Ave",668
"743","E 58 St & Madison Ave",663
"744","Broadway & W 36 St",660
"745","39 St & 2 Ave - Citi Bike HQ at Industry City",656
"746","Pacific St & Classon Ave",628
"747","37 Ave & 35 St",616
"748","Pioneer St & Richards St",599
"749","Wolcott St & Dwight St",593
"750","28 St & 36 Ave",582
"751","30 Ave & 21 St",581
"752","Albany Ave & Fulton St",580
"753","37 St & 24 Ave",573
"754","Clinton St & Centre St",573
"755","Crescent St & 35 Ave",569
"756","Crown St & Bedford Ave",565
"757","Bushwick Ave & McKibbin St",557
"758","Stagg St & Morgan Ave",551
"759","Morningside Dr & Amsterdam Ave",534
"760","27 Ave & 9 St",532
"761","31 St & Hoyt Ave N",528
"762","Henry St & W 9 St",527
"763","Devoe St & Morgan Ave",517
"764","Montgomery St & Franklin Ave",517
"765","Columbia St & W 9 St",509
"766","11 St & 43 Ave",495
"767","Sterling St & Bedford Ave",491
"768","23 Ave & 27 St",478
"769","Dwight St & Van Dyke St",449
"770","Sullivan Pl & Bedford Ave",446
"771","48 Ave & 30 Pl",411
"772","Dock 72 Way & Market St",411
"773","Carroll St & Franklin Ave",411
"774","White St & Johnson Ave",391
"775","Waterbury St & Stagg St",374
"776","34 Ave & 13 St",368
"777","Henry St & Bay St",358
"778","21 St & 38 Ave",338
"779","40 Ave & Crescent St",329
"780","27 Ave & 4 St",323
"781","Bushwick Ave & Stagg St",282
"782","Columbia St & Lorraine St",250
"783","NYCBS Depot - GOW",249
"784","21 St & 36 Ave",242
"785","Railroad Ave & Kay Ave",234
"786","11 St & 35 Ave",222
"787","E 12 St & 4 Av",133
"788","NYCBS DEPOT - DELANCEY",57
"789","9 Ave & W 22 St",50
"790","Stockholm St & Wilson Ave",45
"791","Knickerbocker Ave & Thames St",39
"792","Knickerbocker Ave & George St",31
"793","Irving Ave & DeKalb Ave",12
"794","Handlebar @ Gowanus",6
"795","Paulus Hook",3
"796","Columbus Drive",1
"797","Exchange Place",1
"798","Grand St",1
"799","Hart St & Wyckoff Ave",1
"800","Heights Elevator",1
"801","JC Medical Center",1
"802","JCBS Depot",1
"803","Newport Pkwy",1
"804","NYCBS Depot BAL - DYR",1
