"","station.name","total"
"742","DeKalb Ave & Franklin Ave",517
"743","Columbia St & W 9 St",509
"744","White St & Moore St",497
"745","Wolcott St & Dwight St",484
"746","George St & Wilson Ave",483
"747","Willoughby Ave & Wyckoff Ave",472
"748","Clinton St & Centre St",470
"749","Pioneer St & Richards St",469
"750","Henry St & W 9 St",461
"751","48 Ave & 30 Pl",457
"752","Crown St & Bedford Ave",448
"753","Sterling St & Bedford Ave",443
"754","23 Ave & 27 St",430
"755","W 45 St & 6 Ave",422
"756","Henry St & Bay St",402
"757","McKibbin St & Bogart St",396
"758","27 Ave & 9 St",391
"759","Carroll St & Franklin Ave",389
"760","Irving Ave & Jefferson St",385
"761","34 Ave & 13 St",384
"762","Montgomery St & Franklin Ave",326
"763","47 Ave & Skillman Ave",313
"764","Powers St & Olive St",299
"765","Central Ave & Starr Street",298
"766","40 Ave & Crescent St",294
"767","Sullivan Pl & Bedford Ave",289
"768","11 St & 35 Ave",286
"769","27 Ave & 4 St",269
"770","21 St & 38 Ave",262
"771","NYCBS Depot - GOW",261
"772","21 St & 36 Ave",258
"773","Columbia St & Lorraine St",222
"774","Stagg St & Morgan Ave",212
"775","3 Ave & Carroll St",201
"776","Railroad Ave & Kay Ave",175
"777","Suydam St & Knickerbocker Ave",159
"778","Greenwich Ave & 8 Ave",153
"779","Devoe St & Morgan Ave",83
"780","Sharon St & Olive St",80
"781","NYCBS DEPOT - DELANCEY",67
"782","White St & Johnson Ave",35
"783","Bushwick Ave & McKibbin St",16
"784","Soissons Landing",16
"785","Handlebar @ Gowanus",4
"786","Newport Pkwy",4
"787","Yankee Ferry Terminal",2
"788","Essex Light Rail",1
"789","Morris Canal",1
"790","Paulus Hook",1
"791","Sip Ave",1
