"","station.name","total"
"743","Montgomery St & Franklin Ave",401
"744","Henry St & W 9 St",394
"745","34 Ave & 13 St",385
"746","40 Ave & 9 St",338
"747","21 St & 36 Ave",306
"748","Railroad Ave & Kay Ave",303
"749","21 St & 38 Ave",292
"750","11 St & 35 Ave",290
"751","Broad St & Bridge St",282
"752","Columbia St & W 9 St",278
"753","Sullivan Pl & Bedford Ave",255
"754","27 Ave & 4 St",239
"755","NYCBS DEPOT - DELANCEY",194
"756","Columbia St & Lorraine St",190
"757","NYCBS Depot - GOW",127
"758","NYCBS Depot - STY - Garage 4",98
"759","11 St & 43 Ave",80
"760","NYCBS Depot BAL - DYR",62
"761","28 Ave & 44 St",34
"762","8D Mobile 01",24
"763","NYCBS Depot - RIS",18
"764","5 St & Market St",5
"765","Marin Light Rail",4
"766","Heights Elevator",3
"767","Newport Pkwy",3
"768","8D OPS 01",2
"769","8D QC Station 01",2
"770","Columbus Drive",2
"771","Liberty Light Rail",2
"772","Morris Canal",2
"773","Paulus Hook",2
"774","Bike Mechanics at Riis Room A",1
"775","Essex Light Rail",1
"776","Hamilton Park",1
